"","date","common_holiday"
"4285",2012-10-15,"Non-holiday"
"4286",2012-10-16,"Non-holiday"
"4287",2012-10-17,"Non-holiday"
"4288",2012-10-18,"Non-holiday"
"4289",2012-10-19,"Non-holiday"
"4290",2012-10-20,"Non-holiday"
"4291",2012-10-21,"Non-holiday"
"4292",2012-10-22,"Non-holiday"
"4293",2012-10-23,"Non-holiday"
"4294",2012-10-24,"Non-holiday"
"4295",2012-10-25,"Non-holiday"
"4296",2012-10-26,"Non-holiday"
"4297",2012-10-27,"Non-holiday"
"4298",2012-10-28,"Non-holiday"
"4299",2012-10-29,"Non-holiday"
"4300",2012-10-30,"Non-holiday"
"4301",2012-10-31,"Non-holiday"
"4302",2012-11-01,"Non-holiday"
"4303",2012-11-02,"Non-holiday"
"4304",2012-11-03,"Non-holiday"
"4305",2012-11-04,"Non-holiday"
"4306",2012-11-05,"Non-holiday"
"4307",2012-11-06,"Non-holiday"
"4308",2012-11-07,"Non-holiday"
"4309",2012-11-08,"Non-holiday"
"4310",2012-11-09,"Non-holiday"
"4311",2012-11-10,"Non-holiday"
"4312",2012-11-11,"Non-holiday"
"4313",2012-11-12,"Non-holiday"
"4314",2012-11-13,"Non-holiday"
"4315",2012-11-14,"Non-holiday"
"4316",2012-11-15,"Non-holiday"
"4317",2012-11-16,"Non-holiday"
"4318",2012-11-17,"Non-holiday"
"4319",2012-11-18,"Non-holiday"
"4320",2012-11-19,"Non-holiday"
"4321",2012-11-20,"Non-holiday"
"4322",2012-11-21,"Non-holiday"
"4323",2012-11-22,"Holiday"
"4324",2012-11-23,"Holiday"
"4325",2012-11-24,"Non-holiday"
"4326",2012-11-25,"Non-holiday"
"4327",2012-11-26,"Non-holiday"
"4328",2012-11-27,"Non-holiday"
"4329",2012-11-28,"Non-holiday"
"4330",2012-11-29,"Non-holiday"
"4331",2012-11-30,"Non-holiday"
"4332",2012-12-01,"Non-holiday"
"4333",2012-12-02,"Non-holiday"
"4334",2012-12-03,"Non-holiday"
"4335",2012-12-04,"Non-holiday"
"4336",2012-12-05,"Non-holiday"
"4337",2012-12-06,"Non-holiday"
"4338",2012-12-07,"Non-holiday"
"4339",2012-12-08,"Non-holiday"
"4340",2012-12-09,"Non-holiday"
"4341",2012-12-10,"Non-holiday"
"4342",2012-12-11,"Non-holiday"
"4343",2012-12-12,"Non-holiday"
"4344",2012-12-13,"Non-holiday"
"4345",2012-12-14,"Non-holiday"
"4346",2012-12-15,"Non-holiday"
"4347",2012-12-16,"Non-holiday"
"4348",2012-12-17,"Non-holiday"
"4349",2012-12-18,"Non-holiday"
"4350",2012-12-19,"Non-holiday"
"4351",2012-12-20,"Non-holiday"
"4352",2012-12-21,"Non-holiday"
"4353",2012-12-22,"Non-holiday"
"4354",2012-12-23,"Non-holiday"
"4355",2012-12-24,"Holiday"
"4356",2012-12-25,"Holiday"
"4357",2012-12-26,"Holiday"
"4358",2012-12-27,"Non-holiday"
"4359",2012-12-28,"Non-holiday"
"4360",2012-12-29,"Non-holiday"
"4361",2012-12-30,"Non-holiday"
"4362",2012-12-31,"Holiday"
"4363",2013-01-01,"Holiday"
"4364",2013-01-02,"Non-holiday"
"4365",2013-01-03,"Non-holiday"
"4366",2013-01-04,"Non-holiday"
"4367",2013-01-05,"Non-holiday"
"4368",2013-01-06,"Non-holiday"
"4369",2013-01-07,"Non-holiday"
"4370",2013-01-08,"Non-holiday"
"4371",2013-01-09,"Non-holiday"
"4372",2013-01-10,"Non-holiday"
"4373",2013-01-11,"Non-holiday"
"4374",2013-01-12,"Non-holiday"
"4375",2013-01-13,"Non-holiday"
"4376",2013-01-14,"Non-holiday"
"4377",2013-01-15,"Non-holiday"
"4378",2013-01-16,"Non-holiday"
"4379",2013-01-17,"Non-holiday"
"4380",2013-01-18,"Non-holiday"
"4381",2013-01-19,"Non-holiday"
"4382",2013-01-20,"Non-holiday"
"4383",2013-01-21,"Holiday"
"4384",2013-01-22,"Non-holiday"
"4385",2013-01-23,"Non-holiday"
"4386",2013-01-24,"Non-holiday"
"4387",2013-01-25,"Non-holiday"
"4388",2013-01-26,"Non-holiday"
"4389",2013-01-27,"Non-holiday"
"4390",2013-01-28,"Non-holiday"
"4391",2013-01-29,"Non-holiday"
"4392",2013-01-30,"Non-holiday"
"4393",2013-01-31,"Non-holiday"
"4394",2013-02-01,"Non-holiday"
"4395",2013-02-02,"Non-holiday"
"4396",2013-02-03,"Non-holiday"
"4397",2013-02-04,"Non-holiday"
"4398",2013-02-05,"Non-holiday"
"4399",2013-02-06,"Non-holiday"
"4400",2013-02-07,"Non-holiday"
"4401",2013-02-08,"Non-holiday"
"4402",2013-02-09,"Non-holiday"
"4403",2013-02-10,"Non-holiday"
"4404",2013-02-11,"Non-holiday"
"4405",2013-02-12,"Non-holiday"
"4406",2013-02-13,"Non-holiday"
"4407",2013-02-14,"Non-holiday"
"4408",2013-02-15,"Non-holiday"
"4409",2013-02-16,"Non-holiday"
"4410",2013-02-17,"Non-holiday"
"4411",2013-02-18,"Holiday"
"4412",2013-02-19,"Non-holiday"
"4413",2013-02-20,"Non-holiday"
"4414",2013-02-21,"Non-holiday"
"4415",2013-02-22,"Non-holiday"
"4416",2013-02-23,"Non-holiday"
"4417",2013-02-24,"Non-holiday"
"4418",2013-02-25,"Non-holiday"
"4419",2013-02-26,"Non-holiday"
"4420",2013-02-27,"Non-holiday"
"4421",2013-02-28,"Non-holiday"
"4422",2013-03-01,"Non-holiday"
"4423",2013-03-02,"Non-holiday"
"4424",2013-03-03,"Non-holiday"
"4425",2013-03-04,"Non-holiday"
"4426",2013-03-05,"Non-holiday"
"4427",2013-03-06,"Non-holiday"
"4428",2013-03-07,"Non-holiday"
"4429",2013-03-08,"Non-holiday"
"4430",2013-03-09,"Non-holiday"
"4431",2013-03-10,"Non-holiday"
"4432",2013-03-11,"Non-holiday"
"4433",2013-03-12,"Non-holiday"
"4434",2013-03-13,"Non-holiday"
"4435",2013-03-14,"Non-holiday"
"4436",2013-03-15,"Non-holiday"
"4437",2013-03-16,"Non-holiday"
"4438",2013-03-17,"Non-holiday"
"4439",2013-03-18,"Non-holiday"
"4440",2013-03-19,"Non-holiday"
"4441",2013-03-20,"Non-holiday"
"4442",2013-03-21,"Non-holiday"
"4443",2013-03-22,"Non-holiday"
"4444",2013-03-23,"Non-holiday"
"4445",2013-03-24,"Non-holiday"
"4446",2013-03-25,"Non-holiday"
"4447",2013-03-26,"Non-holiday"
"4448",2013-03-27,"Non-holiday"
"4449",2013-03-28,"Non-holiday"
"4450",2013-03-29,"Non-holiday"
"4451",2013-03-30,"Non-holiday"
"4452",2013-03-31,"Non-holiday"
"4453",2013-04-01,"Non-holiday"
"4454",2013-04-02,"Non-holiday"
"4455",2013-04-03,"Non-holiday"
"4456",2013-04-04,"Non-holiday"
"4457",2013-04-05,"Non-holiday"
"4458",2013-04-06,"Non-holiday"
"4459",2013-04-07,"Non-holiday"
"4460",2013-04-08,"Non-holiday"
"4461",2013-04-09,"Non-holiday"
"4462",2013-04-10,"Non-holiday"
"4463",2013-04-11,"Non-holiday"
"4464",2013-04-12,"Non-holiday"
"4465",2013-04-13,"Non-holiday"
"4466",2013-04-14,"Non-holiday"
"4467",2013-04-15,"Non-holiday"
"4468",2013-04-16,"Non-holiday"
"4469",2013-04-17,"Non-holiday"
"4470",2013-04-18,"Non-holiday"
"4471",2013-04-19,"Non-holiday"
"4472",2013-04-20,"Non-holiday"
"4473",2013-04-21,"Non-holiday"
"4474",2013-04-22,"Non-holiday"
"4475",2013-04-23,"Non-holiday"
"4476",2013-04-24,"Non-holiday"
"4477",2013-04-25,"Non-holiday"
"4478",2013-04-26,"Non-holiday"
"4479",2013-04-27,"Non-holiday"
"4480",2013-04-28,"Non-holiday"
"4481",2013-04-29,"Non-holiday"
"4482",2013-04-30,"Non-holiday"
"4483",2013-05-01,"Non-holiday"
"4484",2013-05-02,"Non-holiday"
"4485",2013-05-03,"Non-holiday"
"4486",2013-05-04,"Non-holiday"
"4487",2013-05-05,"Non-holiday"
"4488",2013-05-06,"Non-holiday"
"4489",2013-05-07,"Non-holiday"
"4490",2013-05-08,"Non-holiday"
"4491",2013-05-09,"Non-holiday"
"4492",2013-05-10,"Non-holiday"
"4493",2013-05-11,"Non-holiday"
"4494",2013-05-12,"Non-holiday"
"4495",2013-05-13,"Non-holiday"
"4496",2013-05-14,"Non-holiday"
"4497",2013-05-15,"Non-holiday"
"4498",2013-05-16,"Non-holiday"
"4499",2013-05-17,"Non-holiday"
"4500",2013-05-18,"Non-holiday"
"4501",2013-05-19,"Non-holiday"
"4502",2013-05-20,"Non-holiday"
"4503",2013-05-21,"Non-holiday"
"4504",2013-05-22,"Non-holiday"
"4505",2013-05-23,"Non-holiday"
"4506",2013-05-24,"Non-holiday"
"4507",2013-05-25,"Non-holiday"
"4508",2013-05-26,"Non-holiday"
"4509",2013-05-27,"Holiday"
"4510",2013-05-28,"Non-holiday"
"4511",2013-05-29,"Non-holiday"
"4512",2013-05-30,"Non-holiday"
"4513",2013-05-31,"Non-holiday"
"4514",2013-06-01,"Non-holiday"
"4515",2013-06-02,"Non-holiday"
"4516",2013-06-03,"Non-holiday"
"4517",2013-06-04,"Non-holiday"
"4518",2013-06-05,"Non-holiday"
"4519",2013-06-06,"Non-holiday"
"4520",2013-06-07,"Non-holiday"
"4521",2013-06-08,"Non-holiday"
"4522",2013-06-09,"Non-holiday"
"4523",2013-06-10,"Non-holiday"
"4524",2013-06-11,"Non-holiday"
"4525",2013-06-12,"Non-holiday"
"4526",2013-06-13,"Non-holiday"
"4527",2013-06-14,"Non-holiday"
"4528",2013-06-15,"Non-holiday"
"4529",2013-06-16,"Non-holiday"
"4530",2013-06-17,"Non-holiday"
"4531",2013-06-18,"Non-holiday"
"4532",2013-06-19,"Non-holiday"
"4533",2013-06-20,"Non-holiday"
"4534",2013-06-21,"Non-holiday"
"4535",2013-06-22,"Non-holiday"
"4536",2013-06-23,"Non-holiday"
"4537",2013-06-24,"Non-holiday"
"4538",2013-06-25,"Non-holiday"
"4539",2013-06-26,"Non-holiday"
"4540",2013-06-27,"Non-holiday"
"4541",2013-06-28,"Non-holiday"
"4542",2013-06-29,"Non-holiday"
"4543",2013-06-30,"Non-holiday"
"4544",2013-07-01,"Non-holiday"
"4545",2013-07-02,"Non-holiday"
"4546",2013-07-03,"Non-holiday"
"4547",2013-07-04,"Holiday"
"4548",2013-07-05,"Holiday"
"4549",2013-07-06,"Non-holiday"
"4550",2013-07-07,"Non-holiday"
"4551",2013-07-08,"Non-holiday"
"4552",2013-07-09,"Non-holiday"
"4553",2013-07-10,"Non-holiday"
"4554",2013-07-11,"Non-holiday"
"4555",2013-07-12,"Non-holiday"
"4556",2013-07-13,"Non-holiday"
"4557",2013-07-14,"Non-holiday"
"4558",2013-07-15,"Non-holiday"
"4559",2013-07-16,"Non-holiday"
"4560",2013-07-17,"Non-holiday"
"4561",2013-07-18,"Non-holiday"
"4562",2013-07-19,"Non-holiday"
"4563",2013-07-20,"Non-holiday"
"4564",2013-07-21,"Non-holiday"
"4565",2013-07-22,"Non-holiday"
"4566",2013-07-23,"Non-holiday"
"4567",2013-07-24,"Non-holiday"
"4568",2013-07-25,"Non-holiday"
"4569",2013-07-26,"Non-holiday"
"4570",2013-07-27,"Non-holiday"
"4571",2013-07-28,"Non-holiday"
"4572",2013-07-29,"Non-holiday"
"4573",2013-07-30,"Non-holiday"
"4574",2013-07-31,"Non-holiday"
"4575",2013-08-01,"Non-holiday"
"4576",2013-08-02,"Non-holiday"
"4577",2013-08-03,"Non-holiday"
"4578",2013-08-04,"Non-holiday"
"4579",2013-08-05,"Non-holiday"
"4580",2013-08-06,"Non-holiday"
"4581",2013-08-07,"Non-holiday"
"4582",2013-08-08,"Non-holiday"
"4583",2013-08-09,"Non-holiday"
"4584",2013-08-10,"Non-holiday"
"4585",2013-08-11,"Non-holiday"
"4586",2013-08-12,"Non-holiday"
"4587",2013-08-13,"Non-holiday"
"4588",2013-08-14,"Non-holiday"
"4589",2013-08-15,"Non-holiday"
"4590",2013-08-16,"Non-holiday"
"4591",2013-08-17,"Non-holiday"
"4592",2013-08-18,"Non-holiday"
"4593",2013-08-19,"Non-holiday"
"4594",2013-08-20,"Non-holiday"
"4595",2013-08-21,"Non-holiday"
"4596",2013-08-22,"Non-holiday"
"4597",2013-08-23,"Non-holiday"
"4598",2013-08-24,"Non-holiday"
"4599",2013-08-25,"Non-holiday"
"4600",2013-08-26,"Non-holiday"
"4601",2013-08-27,"Non-holiday"
"4602",2013-08-28,"Non-holiday"
"4603",2013-08-29,"Non-holiday"
"4604",2013-08-30,"Non-holiday"
"4605",2013-08-31,"Non-holiday"
"4606",2013-09-01,"Non-holiday"
"4607",2013-09-02,"Holiday"
"4608",2013-09-03,"Non-holiday"
"4609",2013-09-04,"Non-holiday"
"4610",2013-09-05,"Non-holiday"
"4611",2013-09-06,"Non-holiday"
"4612",2013-09-07,"Non-holiday"
"4613",2013-09-08,"Non-holiday"
"4614",2013-09-09,"Non-holiday"
"4615",2013-09-10,"Non-holiday"
"4616",2013-09-11,"Non-holiday"
"4617",2013-09-12,"Non-holiday"
"4618",2013-09-13,"Non-holiday"
"4619",2013-09-14,"Non-holiday"
"4620",2013-09-15,"Non-holiday"
"4621",2013-09-16,"Non-holiday"
"4622",2013-09-17,"Non-holiday"
"4623",2013-09-18,"Non-holiday"
"4624",2013-09-19,"Non-holiday"
"4625",2013-09-20,"Non-holiday"
"4626",2013-09-21,"Non-holiday"
"4627",2013-09-22,"Non-holiday"
"4628",2013-09-23,"Non-holiday"
"4629",2013-09-24,"Non-holiday"
"4630",2013-09-25,"Non-holiday"
"4631",2013-09-26,"Non-holiday"
"4632",2013-09-27,"Non-holiday"
"4633",2013-09-28,"Non-holiday"
"4634",2013-09-29,"Non-holiday"
"4635",2013-09-30,"Non-holiday"
"4636",2013-10-01,"Non-holiday"
"4637",2013-10-02,"Non-holiday"
"4638",2013-10-03,"Non-holiday"
"4639",2013-10-04,"Non-holiday"
"4640",2013-10-05,"Non-holiday"
"4641",2013-10-06,"Non-holiday"
"4642",2013-10-07,"Non-holiday"
"4643",2013-10-08,"Non-holiday"
"4644",2013-10-09,"Non-holiday"
"4645",2013-10-10,"Non-holiday"
"4646",2013-10-11,"Non-holiday"
"4647",2013-10-12,"Non-holiday"
"4648",2013-10-13,"Non-holiday"
"4649",2013-10-14,"Non-holiday"
"4650",2013-10-15,"Non-holiday"
"4651",2013-10-16,"Non-holiday"
"4652",2013-10-17,"Non-holiday"
"4653",2013-10-18,"Non-holiday"
"4654",2013-10-19,"Non-holiday"
"4655",2013-10-20,"Non-holiday"
"4656",2013-10-21,"Non-holiday"
"4657",2013-10-22,"Non-holiday"
"4658",2013-10-23,"Non-holiday"
"4659",2013-10-24,"Non-holiday"
"4660",2013-10-25,"Non-holiday"
"4661",2013-10-26,"Non-holiday"
"4662",2013-10-27,"Non-holiday"
"4663",2013-10-28,"Non-holiday"
"4664",2013-10-29,"Non-holiday"
"4665",2013-10-30,"Non-holiday"
"4666",2013-10-31,"Non-holiday"
"4667",2013-11-01,"Non-holiday"
"4668",2013-11-02,"Non-holiday"
"4669",2013-11-03,"Non-holiday"
"4670",2013-11-04,"Non-holiday"
"4671",2013-11-05,"Non-holiday"
"4672",2013-11-06,"Non-holiday"
"4673",2013-11-07,"Non-holiday"
"4674",2013-11-08,"Non-holiday"
"4675",2013-11-09,"Non-holiday"
"4676",2013-11-10,"Non-holiday"
"4677",2013-11-11,"Non-holiday"
"4678",2013-11-12,"Non-holiday"
"4679",2013-11-13,"Non-holiday"
"4680",2013-11-14,"Non-holiday"
"4681",2013-11-15,"Non-holiday"
"4682",2013-11-16,"Non-holiday"
"4683",2013-11-17,"Non-holiday"
"4684",2013-11-18,"Non-holiday"
"4685",2013-11-19,"Non-holiday"
"4686",2013-11-20,"Non-holiday"
"4687",2013-11-21,"Non-holiday"
"4688",2013-11-22,"Non-holiday"
"4689",2013-11-23,"Non-holiday"
"4690",2013-11-24,"Non-holiday"
"4691",2013-11-25,"Non-holiday"
"4692",2013-11-26,"Non-holiday"
"4693",2013-11-27,"Non-holiday"
"4694",2013-11-28,"Holiday"
"4695",2013-11-29,"Holiday"
"4696",2013-11-30,"Non-holiday"
"4697",2013-12-01,"Non-holiday"
"4698",2013-12-02,"Non-holiday"
"4699",2013-12-03,"Non-holiday"
"4700",2013-12-04,"Non-holiday"
"4701",2013-12-05,"Non-holiday"
"4702",2013-12-06,"Non-holiday"
"4703",2013-12-07,"Non-holiday"
"4704",2013-12-08,"Non-holiday"
"4705",2013-12-09,"Non-holiday"
"4706",2013-12-10,"Non-holiday"
"4707",2013-12-11,"Non-holiday"
"4708",2013-12-12,"Non-holiday"
"4709",2013-12-13,"Non-holiday"
"4710",2013-12-14,"Non-holiday"
"4711",2013-12-15,"Non-holiday"
"4712",2013-12-16,"Non-holiday"
"4713",2013-12-17,"Non-holiday"
"4714",2013-12-18,"Non-holiday"
"4715",2013-12-19,"Non-holiday"
"4716",2013-12-20,"Non-holiday"
"4717",2013-12-21,"Non-holiday"
"4718",2013-12-22,"Non-holiday"
"4719",2013-12-23,"Non-holiday"
"4720",2013-12-24,"Holiday"
"4721",2013-12-25,"Holiday"
"4722",2013-12-26,"Non-holiday"
"4723",2013-12-27,"Non-holiday"
"4724",2013-12-28,"Non-holiday"
"4725",2013-12-29,"Non-holiday"
"4726",2013-12-30,"Non-holiday"
"4727",2013-12-31,"Non-holiday"
"4728",2014-01-01,"Holiday"
"4729",2014-01-02,"Non-holiday"
"4730",2014-01-03,"Non-holiday"
"4731",2014-01-04,"Non-holiday"
"4732",2014-01-05,"Non-holiday"
"4733",2014-01-06,"Non-holiday"
"4734",2014-01-07,"Non-holiday"
"4735",2014-01-08,"Non-holiday"
"4736",2014-01-09,"Non-holiday"
"4737",2014-01-10,"Non-holiday"
"4738",2014-01-11,"Non-holiday"
"4739",2014-01-12,"Non-holiday"
"4740",2014-01-13,"Non-holiday"
"4741",2014-01-14,"Non-holiday"
"4742",2014-01-15,"Non-holiday"
"4743",2014-01-16,"Non-holiday"
"4744",2014-01-17,"Non-holiday"
"4745",2014-01-18,"Non-holiday"
"4746",2014-01-19,"Non-holiday"
"4747",2014-01-20,"Holiday"
"4748",2014-01-21,"Non-holiday"
"4749",2014-01-22,"Non-holiday"
"4750",2014-01-23,"Non-holiday"
"4751",2014-01-24,"Non-holiday"
"4752",2014-01-25,"Non-holiday"
"4753",2014-01-26,"Non-holiday"
"4754",2014-01-27,"Non-holiday"
"4755",2014-01-28,"Non-holiday"
"4756",2014-01-29,"Non-holiday"
"4757",2014-01-30,"Non-holiday"
"4758",2014-01-31,"Non-holiday"
"4759",2014-02-01,"Non-holiday"
"4760",2014-02-02,"Non-holiday"
"4761",2014-02-03,"Non-holiday"
"4762",2014-02-04,"Non-holiday"
"4763",2014-02-05,"Non-holiday"
"4764",2014-02-06,"Non-holiday"
"4765",2014-02-07,"Non-holiday"
"4766",2014-02-08,"Non-holiday"
"4767",2014-02-09,"Non-holiday"
"4768",2014-02-10,"Non-holiday"
"4769",2014-02-11,"Non-holiday"
"4770",2014-02-12,"Non-holiday"
"4771",2014-02-13,"Non-holiday"
"4772",2014-02-14,"Non-holiday"
"4773",2014-02-15,"Non-holiday"
"4774",2014-02-16,"Non-holiday"
"4775",2014-02-17,"Holiday"
"4776",2014-02-18,"Non-holiday"
"4777",2014-02-19,"Non-holiday"
"4778",2014-02-20,"Non-holiday"
"4779",2014-02-21,"Non-holiday"
"4780",2014-02-22,"Non-holiday"
"4781",2014-02-23,"Non-holiday"
"4782",2014-02-24,"Non-holiday"
"4783",2014-02-25,"Non-holiday"
"4784",2014-02-26,"Non-holiday"
"4785",2014-02-27,"Non-holiday"
"4786",2014-02-28,"Non-holiday"
"4787",2014-03-01,"Non-holiday"
"4788",2014-03-02,"Non-holiday"
"4789",2014-03-03,"Non-holiday"
"4790",2014-03-04,"Non-holiday"
"4791",2014-03-05,"Non-holiday"
"4792",2014-03-06,"Non-holiday"
"4793",2014-03-07,"Non-holiday"
"4794",2014-03-08,"Non-holiday"
"4795",2014-03-09,"Non-holiday"
"4796",2014-03-10,"Non-holiday"
"4797",2014-03-11,"Non-holiday"
"4798",2014-03-12,"Non-holiday"
"4799",2014-03-13,"Non-holiday"
"4800",2014-03-14,"Non-holiday"
"4801",2014-03-15,"Non-holiday"
"4802",2014-03-16,"Non-holiday"
"4803",2014-03-17,"Non-holiday"
"4804",2014-03-18,"Non-holiday"
"4805",2014-03-19,"Non-holiday"
"4806",2014-03-20,"Non-holiday"
"4807",2014-03-21,"Non-holiday"
"4808",2014-03-22,"Non-holiday"
"4809",2014-03-23,"Non-holiday"
"4810",2014-03-24,"Non-holiday"
"4811",2014-03-25,"Non-holiday"
"4812",2014-03-26,"Non-holiday"
"4813",2014-03-27,"Non-holiday"
"4814",2014-03-28,"Non-holiday"
"4815",2014-03-29,"Non-holiday"
"4816",2014-03-30,"Non-holiday"
"4817",2014-03-31,"Non-holiday"
"4818",2014-04-01,"Non-holiday"
"4819",2014-04-02,"Non-holiday"
"4820",2014-04-03,"Non-holiday"
"4821",2014-04-04,"Non-holiday"
"4822",2014-04-05,"Non-holiday"
"4823",2014-04-06,"Non-holiday"
"4824",2014-04-07,"Non-holiday"
"4825",2014-04-08,"Non-holiday"
"4826",2014-04-09,"Non-holiday"
"4827",2014-04-10,"Non-holiday"
"4828",2014-04-11,"Non-holiday"
"4829",2014-04-12,"Non-holiday"
"4830",2014-04-13,"Non-holiday"
"4831",2014-04-14,"Non-holiday"
"4832",2014-04-15,"Non-holiday"
"4833",2014-04-16,"Non-holiday"
"4834",2014-04-17,"Non-holiday"
"4835",2014-04-18,"Non-holiday"
"4836",2014-04-19,"Non-holiday"
"4837",2014-04-20,"Non-holiday"
"4838",2014-04-21,"Non-holiday"
"4839",2014-04-22,"Non-holiday"
"4840",2014-04-23,"Non-holiday"
"4841",2014-04-24,"Non-holiday"
"4842",2014-04-25,"Non-holiday"
"4843",2014-04-26,"Non-holiday"
"4844",2014-04-27,"Non-holiday"
"4845",2014-04-28,"Non-holiday"
"4846",2014-04-29,"Non-holiday"
"4847",2014-04-30,"Non-holiday"
"4848",2014-05-01,"Non-holiday"
"4849",2014-05-02,"Non-holiday"
"4850",2014-05-03,"Non-holiday"
"4851",2014-05-04,"Non-holiday"
"4852",2014-05-05,"Non-holiday"
"4853",2014-05-06,"Non-holiday"
"4854",2014-05-07,"Non-holiday"
"4855",2014-05-08,"Non-holiday"
"4856",2014-05-09,"Non-holiday"
"4857",2014-05-10,"Non-holiday"
"4858",2014-05-11,"Non-holiday"
"4859",2014-05-12,"Non-holiday"
"4860",2014-05-13,"Non-holiday"
"4861",2014-05-14,"Non-holiday"
"4862",2014-05-15,"Non-holiday"
"4863",2014-05-16,"Non-holiday"
"4864",2014-05-17,"Non-holiday"
"4865",2014-05-18,"Non-holiday"
"4866",2014-05-19,"Non-holiday"
"4867",2014-05-20,"Non-holiday"
"4868",2014-05-21,"Non-holiday"
"4869",2014-05-22,"Non-holiday"
"4870",2014-05-23,"Non-holiday"
"4871",2014-05-24,"Non-holiday"
"4872",2014-05-25,"Non-holiday"
"4873",2014-05-26,"Holiday"
"4874",2014-05-27,"Non-holiday"
"4875",2014-05-28,"Non-holiday"
"4876",2014-05-29,"Non-holiday"
"4877",2014-05-30,"Non-holiday"
"4878",2014-05-31,"Non-holiday"
"4879",2014-06-01,"Non-holiday"
"4880",2014-06-02,"Non-holiday"
"4881",2014-06-03,"Non-holiday"
"4882",2014-06-04,"Non-holiday"
"4883",2014-06-05,"Non-holiday"
"4884",2014-06-06,"Non-holiday"
"4885",2014-06-07,"Non-holiday"
"4886",2014-06-08,"Non-holiday"
"4887",2014-06-09,"Non-holiday"
"4888",2014-06-10,"Non-holiday"
"4889",2014-06-11,"Non-holiday"
"4890",2014-06-12,"Non-holiday"
"4891",2014-06-13,"Non-holiday"
"4892",2014-06-14,"Non-holiday"
"4893",2014-06-15,"Non-holiday"
"4894",2014-06-16,"Non-holiday"
"4895",2014-06-17,"Non-holiday"
"4896",2014-06-18,"Non-holiday"
"4897",2014-06-19,"Non-holiday"
"4898",2014-06-20,"Non-holiday"
"4899",2014-06-21,"Non-holiday"
"4900",2014-06-22,"Non-holiday"
"4901",2014-06-23,"Non-holiday"
"4902",2014-06-24,"Non-holiday"
"4903",2014-06-25,"Non-holiday"
"4904",2014-06-26,"Non-holiday"
"4905",2014-06-27,"Non-holiday"
"4906",2014-06-28,"Non-holiday"
"4907",2014-06-29,"Non-holiday"
"4908",2014-06-30,"Non-holiday"
"4909",2014-07-01,"Non-holiday"
"4910",2014-07-02,"Non-holiday"
"4911",2014-07-03,"Non-holiday"
"4912",2014-07-04,"Holiday"
"4913",2014-07-05,"Non-holiday"
"4914",2014-07-06,"Non-holiday"
"4915",2014-07-07,"Non-holiday"
"4916",2014-07-08,"Non-holiday"
"4917",2014-07-09,"Non-holiday"
"4918",2014-07-10,"Non-holiday"
"4919",2014-07-11,"Non-holiday"
"4920",2014-07-12,"Non-holiday"
"4921",2014-07-13,"Non-holiday"
"4922",2014-07-14,"Non-holiday"
"4923",2014-07-15,"Non-holiday"
"4924",2014-07-16,"Non-holiday"
"4925",2014-07-17,"Non-holiday"
"4926",2014-07-18,"Non-holiday"
"4927",2014-07-19,"Non-holiday"
"4928",2014-07-20,"Non-holiday"
"4929",2014-07-21,"Non-holiday"
"4930",2014-07-22,"Non-holiday"
"4931",2014-07-23,"Non-holiday"
"4932",2014-07-24,"Non-holiday"
"4933",2014-07-25,"Non-holiday"
"4934",2014-07-26,"Non-holiday"
"4935",2014-07-27,"Non-holiday"
"4936",2014-07-28,"Non-holiday"
"4937",2014-07-29,"Non-holiday"
"4938",2014-07-30,"Non-holiday"
"4939",2014-07-31,"Non-holiday"
"4940",2014-08-01,"Non-holiday"
"4941",2014-08-02,"Non-holiday"
"4942",2014-08-03,"Non-holiday"
"4943",2014-08-04,"Non-holiday"
"4944",2014-08-05,"Non-holiday"
"4945",2014-08-06,"Non-holiday"
"4946",2014-08-07,"Non-holiday"
"4947",2014-08-08,"Non-holiday"
"4948",2014-08-09,"Non-holiday"
"4949",2014-08-10,"Non-holiday"
"4950",2014-08-11,"Non-holiday"
"4951",2014-08-12,"Non-holiday"
"4952",2014-08-13,"Non-holiday"
"4953",2014-08-14,"Non-holiday"
"4954",2014-08-15,"Non-holiday"
"4955",2014-08-16,"Non-holiday"
"4956",2014-08-17,"Non-holiday"
"4957",2014-08-18,"Non-holiday"
"4958",2014-08-19,"Non-holiday"
"4959",2014-08-20,"Non-holiday"
"4960",2014-08-21,"Non-holiday"
"4961",2014-08-22,"Non-holiday"
"4962",2014-08-23,"Non-holiday"
"4963",2014-08-24,"Non-holiday"
"4964",2014-08-25,"Non-holiday"
"4965",2014-08-26,"Non-holiday"
"4966",2014-08-27,"Non-holiday"
"4967",2014-08-28,"Non-holiday"
"4968",2014-08-29,"Non-holiday"
"4969",2014-08-30,"Non-holiday"
"4970",2014-08-31,"Non-holiday"
"4971",2014-09-01,"Holiday"
"4972",2014-09-02,"Non-holiday"
"4973",2014-09-03,"Non-holiday"
"4974",2014-09-04,"Non-holiday"
"4975",2014-09-05,"Non-holiday"
"4976",2014-09-06,"Non-holiday"
"4977",2014-09-07,"Non-holiday"
"4978",2014-09-08,"Non-holiday"
"4979",2014-09-09,"Non-holiday"
"4980",2014-09-10,"Non-holiday"
"4981",2014-09-11,"Non-holiday"
"4982",2014-09-12,"Non-holiday"
"4983",2014-09-13,"Non-holiday"
"4984",2014-09-14,"Non-holiday"
"4985",2014-09-15,"Non-holiday"
